Open,High,Low,Close,Volume,Year,YTD Gain
622.31201171875,670.135986328125,619.2579956054688,654.302978515625,710387008,2017,0.0
651.7750244140625,1034.77001953125,651.7750244140625,1007.4199829101562,5195420160,2017,53.96842380201677
1001.6400146484375,1403.6600341796875,910.7219848632812,1340.449951171875,5139769856,2017,104.86685758528371
1346.969970703125,2477.64990234375,1215.5799560546875,1388.8599853515625,8371319808,2017,112.265575880822
1381.8199462890625,1501.1600341796875,1043.0,1353.989990234375,4850570240,2017,106.93624126640611
1346.72998046875,1390.2099609375,1211.3900146484375,1273.530029296875,1697910016,2017,94.63919179858397
1269.7900390625,1326.3900146484375,1191.97998046875,1212.4000244140625,1321779968,2017,85.2964244736523
1202.1700439453125,1210.3599853515625,876.5709838867188,900.7760009765625,2034690048,2017,37.6695553213123
909.1580200195312,1217.4200439453125,863.97900390625,1185.47998046875,3203429888,2017,81.18211583847166
1197.4300537109375,1388.1099853515625,1197.4300537109375,1254.530029296875,3053769984,2017,91.73533828975476
1260.949951171875,1262.3399658203125,1144.0799560546875,1172.050048828125,1285910016,2017,79.12956035857874
1172.4300537109375,1236.010009765625,1167.280029296875,1236.010009765625,800052992,2017,88.9048423055755
1220.780029296875,1224.1500244140625,1140.8800048828125,1176.969970703125,772859008,2017,79.88149364278318
1175.06005859375,1335.25,1171.5999755859375,1303.31005859375,1517619968,2017,99.19060456525592
1302.22998046875,1683.81005859375,1299.949951171875,1683.81005859375,4112090112,2017,157.34409193944086
1651.8599853515625,1782.8299560546875,1575.760009765625,1648.510009765625,3128960000,2017,151.94903032620962
1634.0,1656.550048828125,1535.77001953125,1571.27001953125,1560039936,2017,140.1441031333663
1571.3900146484375,1758.6099853515625,1563.3499755859375,1735.6600341796875,1593049984,2017,165.26855159933208
1722.9300537109375,1742.4000244140625,1607.7900390625,1622.5699462890625,1391459968,2017,147.98449641327974
1621.1700439453125,1629.47998046875,1543.0799560546875,1546.1800537109375,1274880000,2017,136.3094933815916
1541.6300048828125,1673.22998046875,1332.1400146484375,1359.7099609375,2345250048,2017,107.81044952938872
1380.3599853515625,1468.75,1222.0999755859375,1389.780029296875,1211730048,2017,112.40619024076268
1381.81005859375,1482.6800537109375,1300.4599609375,1462.6800537109375,965150976,2017,123.54782138226324
1462.06005859375,1502.3699951171875,1415.489990234375,1434.97998046875,574510016,2017,119.3142974412552
1435.3599853515625,1649.300048828125,1420.5999755859375,1559.9300537109375,1476739968,2017,138.41096631561274
1560.1600341796875,1580.1099853515625,1498.97998046875,1576.9200439453125,780633984,2017,141.00762119756345
1580.1600341796875,1623.1600341796875,1498.0,1501.8499755859375,1032800000,2017,129.5343327021203
1498.489990234375,1530.6500244140625,1396.1600341796875,1430.0999755859375,1154620032,2017,118.56846484641001
1430.7099609375,1454.72998046875,1323.75,1330.9300537109375,1285209984,2017,103.41188981446068
1329.1600341796875,1731.3199462890625,1247.9300537109375,1464.1300048828125,2553979904,2017,123.7694237926885
1464.6300048828125,1526.4000244140625,1353.9000244140625,1410.06005859375,1059609984,2017,115.50567625302001
1411.8399658203125,1411.8399658203125,1226.2099609375,1323.0699462890625,885886016,2017,102.2105950504193
1320.0,1453.489990234375,1316.8499755859375,1423.3800048828125,922792000,2017,117.54142218822585
1427.3800048828125,1638.2900390625,1427.3800048828125,1615.030029296875,1386249984,2017,146.83213775990896
1616.989990234375,1702.530029296875,1497.93994140625,1607.6500244140625,1245190016,2017,145.7042191770599
1600.6700439453125,2080.409912109375,1593.1500244140625,1966.1400146484375,2717410048,2017,200.49382002033562
1974.6600341796875,1974.6600341796875,1678.06005859375,1815.4300537109375,1457229952,2017,177.4601542896055
1824.8499755859375,1890.06005859375,1769.5,1801.8800048828125,971254976,2017,175.38924077200772
1812.3299560546875,1939.9300537109375,1806.6500244140625,1862.8800048828125,1020590016,2017,184.71213887930148
1869.2099609375,2353.639892578125,1799.1199951171875,2196.639892578125,2538650112,2017,235.72212945774757
2199.06005859375,2918.929931640625,2160.919921875,2805.889892578125,3913339904,2017,328.83648473428417
2825.030029296875,4355.6201171875,2825.030029296875,3923.070068359375,11889600512,2017,499.58004123095867
3909.0,3909.0,3038.010009765625,3267.169921875,3664329984,2017,399.3359390304195
3324.0,3369.550048828125,1938.3599853515625,2696.68994140625,3877769984,2017,312.14697624089325
2746.949951171875,3479.7099609375,2684.820068359375,3257.080078125,2843310080,2017,397.7938638632102
3260.550048828125,3260.550048828125,2573.43994140625,2903.1201171875,1712160000,2017,343.69660730776764
2929.35009765625,3099.6201171875,2755.60009765625,2954.68994140625,1355440000,2017,351.57825020288993
2947.739990234375,3112.639892578125,2915.800048828125,3108.889892578125,1544429952,2017,375.14530648035003
3108.320068359375,3108.320068359375,2771.050048828125,2889.52001953125,1406450048,2017,341.61804460779285
2888.639892578125,2896.780029296875,2481.300048828125,2566.639892578125,3221299968,2017,292.27085568231644
2587.300048828125,2922.409912109375,2389.0400390625,2779.949951171875,2479419904,2017,324.8719694778967
2791.550048828125,2791.550048828125,2329.469970703125,2392.409912109375,1257760000,2017,265.64252199139935
2376.9599609375,2627.949951171875,2350.030029296875,2533.010009765625,1300819968,2017,287.1310528819694
2534.820068359375,2534.860107421875,2389.52001953125,2432.5400390625,922812992,2018,271.7757856736411
2434.5,2867.139892578125,2434.5,2711.0,1831229952,2018,314.3340453913676
2700.550048828125,2958.469970703125,2592.56005859375,2608.68994140625,4688840192,2018,298.697549463158
2608.8701171875,2610.199951171875,2359.300048828125,2430.179931640625,5377260032,2018,271.4150800832082
2400.739990234375,2648.320068359375,2370.590087890625,2584.47998046875,2115709952,2018,294.99743472542235
2583.7099609375,2829.68994140625,2481.360107421875,2786.64990234375,1669159936,2018,325.89595246313
2784.679931640625,3071.159912109375,2730.31005859375,2786.8798828125,1444780032,2018,325.9311013889796
2786.60009765625,2810.320068359375,2275.070068359375,2421.469970703125,1428899968,2018,270.08389847109635
2412.360107421875,2502.8701171875,2346.679931640625,2391.56005859375,1084749952,2018,265.5126351433289
2390.02001953125,2961.199951171875,2332.47998046875,2895.3798828125,2578810112,2018,342.5136332683464
2891.550048828125,2976.489990234375,2396.840087890625,2462.610107421875,1947949952,2018,276.37152638501504
2475.89990234375,2648.22998046875,2413.330078125,2620.989990234375,1110220032,2018,300.57741998675385
2617.659912109375,2850.27001953125,2589.030029296875,2685.2900390625,1218569984,2018,310.40467906082966
2687.10009765625,2746.610107421875,2490.0400390625,2553.320068359375,993310016,2018,290.23512840365294
2541.580078125,2576.1298828125,2328.31005859375,2401.5400390625,1412359936,2018,267.03791942239343
2406.860107421875,2406.860107421875,1555.969970703125,1772.0699462890625,1704029952,2018,170.83323849590954
1767.5799560546875,1875.0799560546875,1361.02001953125,1748.050048828125,1457730048,2018,167.16217199466422
1752.27001953125,1893.469970703125,1696.25,1756.75,1024060032,2018,168.49182377030064
1740.1700439453125,1870.780029296875,1723.8699951171875,1769.6199951171875,743246976,2018,170.45880169028274
1784.260009765625,2124.449951171875,1780.449951171875,2032.1199951171875,1116240000,2018,210.57783043068628
2033.699951171875,2033.699951171875,1733.989990234375,1776.6400146484375,745179008,2018,171.53170212964432
1794.4599609375,1815.4200439453125,1525.5,1621.9200439453125,681350016,2018,147.88516898163263
1623.1400146484375,1700.3399658203125,1504.719970703125,1621.4599609375,578984000,2018,147.8148524733911
1622.1500244140625,1703.3399658203125,1575.4200439453125,1639.1300048828125,488160992,2018,150.51544295295753
1661.0400390625,1707.699951171875,1611.0400390625,1642.1199951171875,522193984,2018,150.97241630208674
1637.18994140625,1678.6300048828125,1500.3699951171875,1603.9000244140625,594667008,2018,145.13109019505416
1602.5,1665.81005859375,1567.780029296875,1628.6300048828125,441742016,2018,148.9106818033414
1636.4100341796875,1762.3399658203125,1636.4100341796875,1746.25,580544000,2018,166.8870626206845
1745.3599853515625,1763.239990234375,1638.3299560546875,1657.1400146484375,362212992,2018,153.2679919030606
1657.68994140625,1662.0699462890625,1468.1700439453125,1470.550048828125,649822976,2018,124.75062732623763
1470.739990234375,1522.8699951171875,1406.25,1486.8900146484375,729209024,2018,127.24793611999887
1491.1199951171875,1503.300048828125,1214.8800048828125,1274.3499755859375,678019968,2018,94.76450779377058
1272.5,1272.5,980.7760009765625,1191.1400146484375,896665984,2018,82.04716373914422
1194.22998046875,1314.4300537109375,1072.8299560546875,1272.5,453100992,2018,94.48176789395622
1273.1700439453125,1286.97998046875,1101.31005859375,1165.3800048828125,656033984,2018,78.11014822622924
1159.8900146484375,1172.699951171875,839.9520263671875,887.4130249023438,568116992,2018,35.627232954916465
890.9660034179688,978.9119873046875,764.0180053710938,974.5250244140625,777420032,2018,48.940942715086614
971.0759887695312,1040.489990234375,902.4929809570312,957.9600219726562,866222016,2018,46.409240585442305
951.5670166015625,1345.199951171875,951.5670166015625,1284.56005859375,2203709952,2018,96.32495965522709
1273.8699951171875,1342.4100341796875,1206.3900146484375,1312.1099853515625,1133760000,2018,100.53553604910401
1311.989990234375,1394.81005859375,1215.719970703125,1257.31005859375,734606016,2018,92.16022238598521
1255.5899658203125,1306.199951171875,1197.8699951171875,1217.6400146484375,651555008,2018,86.09727521198496
1222.4300537109375,1302.6600341796875,1222.4300537109375,1283.9100341796875,466212992,2018,96.22561356703761
